delta_percentile,rating_level,game_type,Apertura,Conteggio
0-25,advanced,blitz,"French Defense: Advance Variation, Nimzowitsch Attack",6
0-25,advanced,blitz,"French Defense: Advance Variation, Nimzowitsch Gambit",4
0-25,advanced,blitz,"French Defense: Advance Variation, Nimzowitsch System",34
0-25,advanced,blitz,"French Defense: Advance Variation, Paulsen Attack",99
0-25,advanced,blitz,"French Defense: Advance Variation, Ruisdonk Gambit",1
0-25,advanced,blitz,"French Defense: Advance Variation, Steinitz Variation",4
0-25,advanced,blitz,"French Defense: Advance Variation, Wade Variation",5
0-25,advanced,blitz,French Defense: Alapin Gambit,5
0-25,advanced,blitz,French Defense: Alekhine-Chatard Attack,2
0-25,advanced,blitz,"French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit",6
0-25,advanced,blitz,"French Defense: Alekhine-Chatard Attack, Breyer Variation",1
0-25,advanced,blitz,French Defense: Baeuerle Gambit,2
0-25,advanced,blitz,French Defense: Carlson Gambit,3
0-25,advanced,blitz,French Defense: Chigorin Variation,60
0-25,advanced,blitz,French Defense: Classical Variation,10
0-25,advanced,blitz,"French Defense: Classical Variation, Burn Variation",13
0-25,advanced,blitz,"French Defense: Classical Variation, Burn Variation, Main Line",5
0-25,advanced,blitz,"French Defense: Classical Variation, Burn Variation, Morozevich Line",4
0-25,advanced,blitz,"French Defense: Classical Variation, Delayed Exchange Variation",9
0-25,advanced,blitz,"French Defense: Classical Variation, Normal Variation",7
0-25,advanced,blitz,"French Defense: Classical Variation, Pollock Variation",1
0-25,advanced,blitz,"French Defense: Classical Variation, Richter Attack",7
0-25,advanced,blitz,"French Defense: Classical Variation, Rubinstein Variation",7
0-25,advanced,blitz,"French Defense: Classical Variation, Shirov-Anand Variation",19
0-25,advanced,blitz,"French Defense: Classical Variation, Steinitz Variation",42
0-25,advanced,blitz,"French Defense: Classical Variation, Swiss Variation",11
0-25,advanced,blitz,French Defense: Diemer-Duhm Gambit,1
0-25,advanced,blitz,French Defense: Diemer-Duhm Gambit Accepted,5
0-25,advanced,blitz,French Defense: Exchange Variation,727
0-25,advanced,blitz,"French Defense: Exchange Variation, Monte Carlo Variation",97
0-25,advanced,blitz,"French Defense: Exchange Variation, Svenonius Variation",17
0-25,advanced,blitz,French Defense: Franco-Hiva Gambit Accepted,2
0-25,advanced,blitz,French Defense: Franco-Sicilian Defense,48
0-25,advanced,blitz,French Defense: Hecht-Reefschläger Variation,2
0-25,advanced,blitz,French Defense: Henneberger Variation,1
0-25,advanced,blitz,French Defense: Horwitz Attack,8
0-25,advanced,blitz,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",8
0-25,advanced,blitz,French Defense: King's Indian Attack,114
0-25,advanced,blitz,French Defense: Knight Variation,127
0-25,advanced,blitz,French Defense: La Bourdonnais Variation,156
0-25,advanced,blitz,"French Defense: La Bourdonnais Variation, Reuter Gambit",4
0-25,advanced,blitz,French Defense: Marshall Gambit,22
0-25,advanced,blitz,French Defense: McCutcheon Variation,1
0-25,advanced,blitz,"French Defense: McCutcheon Variation, Advance Variation",1
0-25,advanced,blitz,"French Defense: McCutcheon Variation, Bernstein Variation",1
0-25,advanced,blitz,"French Defense: McCutcheon Variation, Chigorin Variation",5
0-25,advanced,blitz,"French Defense: McCutcheon Variation, Dr. Olland Variation",2
0-25,advanced,blitz,"French Defense: McCutcheon Variation, Duras Variation",1
0-25,advanced,blitz,"French Defense: McCutcheon Variation, Exchange Variation",2
0-25,advanced,blitz,"French Defense: McCutcheon Variation, Grigoriev Variation",1
0-25,advanced,blitz,"French Defense: McCutcheon Variation, Lasker Variation",14
0-25,advanced,blitz,"French Defense: McCutcheon Variation, Wolf Gambit",1
0-25,advanced,blitz,French Defense: Mediterranean Defense,7
0-25,advanced,blitz,French Defense: Normal Variation,183
0-25,advanced,blitz,French Defense: Orthoschnapp Gambit,3
0-25,advanced,blitz,French Defense: Paulsen Variation,18
0-25,advanced,blitz,French Defense: Pelikan Variation,6
0-25,advanced,blitz,French Defense: Perseus Gambit,5
0-25,advanced,blitz,French Defense: Queen's Knight,42
0-25,advanced,blitz,French Defense: Rubinstein Variation,32
0-25,advanced,blitz,"French Defense: Rubinstein Variation, Blackburne Defense",33
0-25,advanced,blitz,"French Defense: Rubinstein Variation, Fort Knox Variation",24
0-25,advanced,blitz,"French Defense: Rubinstein Variation, Maric Variation",12
0-25,advanced,blitz,French Defense: Réti-Spielmann Attack,5
0-25,advanced,blitz,French Defense: Schlechter Variation,93
0-25,advanced,blitz,French Defense: St. George Defense,1
0-25,advanced,blitz,"French Defense: St. George Defense, Three Pawn Attack",3
0-25,advanced,blitz,French Defense: Steiner Variation,42
0-25,advanced,blitz,French Defense: Steinitz Attack,6
0-25,advanced,blitz,French Defense: Steinitz Variation,23
0-25,advanced,blitz,"French Defense: Steinitz Variation, Boleslavsky Variation",33
0-25,advanced,blitz,"French Defense: Steinitz Variation, Gledhill Attack",3
0-25,advanced,blitz,French Defense: Tarrasch Variation,29
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Botvinnik Variation",1
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Chistyakov Defense",6
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Closed Variation",65
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Closed Variation, Main Line",16
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Guimard Defense",4
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Guimard Defense, Main Line",2
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Modern System",3
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Morozevich Variation",2
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Open System",22
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Open System, Euwe-Keres Line",10
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Open System, Main Line",3
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Open System, Süchting Line",16
0-25,advanced,blitz,"French Defense: Tarrasch Variation, Pawn Center Variation",19
0-25,advanced,blitz,French Defense: Two Knights Variation,41
0-25,advanced,blitz,French Defense: Winawer Variation,13
0-25,advanced,blitz,"French Defense: Winawer Variation, Advance Variation",27
0-25,advanced,blitz,"French Defense: Winawer Variation, Alekhine Gambit Accepted",3
0-25,advanced,blitz,"French Defense: Winawer Variation, Alekhine-Maróczy Gambit",5
0-25,advanced,blitz,"French Defense: Winawer Variation, Bogoljubow Variation",5
0-25,advanced,blitz,"French Defense: Winawer Variation, Classical Variation",7
0-25,advanced,blitz,"French Defense: Winawer Variation, Delayed Exchange Variation",15
0-25,advanced,blitz,"French Defense: Winawer Variation, Fingerslip Variation",3
0-25,advanced,blitz,"French Defense: Winawer Variation, Maróczy-Wallis Variation",4
0-25,advanced,blitz,"French Defense: Winawer Variation, Petrosian Variation",1
0-25,advanced,blitz,"French Defense: Winawer Variation, Poisoned Pawn Variation",1
0-25,advanced,blitz,"French Defense: Winawer Variation, Poisoned Pawn Variation, Main Line",7
0-25,advanced,blitz,"French Defense: Winawer Variation, Portisch-Hook Variation",7
0-25,advanced,blitz,"French Defense: Winawer Variation, Positional Variation",4
0-25,advanced,blitz,"French Defense: Winawer Variation, Retreat Variation",2
0-25,advanced,blitz,"French Defense: Winawer Variation, Retreat Variation, Armenian Line",1
0-25,advanced,blitz,"French Defense: Winawer Variation, Winckelmann-Reimer Gambit",1
0-25,advanced,blitz,French Defense: Wing Gambit,15
0-25,advanced,blitz,Fried Fox Defense,3
0-25,advanced,blitz,Goldsmith Defense,7
0-25,advanced,blitz,Grob Opening,40
0-25,advanced,blitz,Grob Opening: Grob Gambit,10
0-25,advanced,blitz,Grob Opening: Grob Gambit Declined,13
0-25,advanced,blitz,"Grob Opening: Grob Gambit, Fritz Gambit",12
0-25,advanced,blitz,Grob Opening: Keene Defense,1
0-25,advanced,blitz,Grob Opening: Spike Attack,4
0-25,advanced,blitz,"Grob Opening: Spike, Hurst Attack",6
0-25,advanced,blitz,Grünfeld Defense,17
0-25,advanced,blitz,"Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit",1
0-25,advanced,blitz,Grünfeld Defense: Exchange Variation,80
0-25,advanced,blitz,"Grünfeld Defense: Exchange Variation, Classical Variation",13
0-25,advanced,blitz,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation",95
0-25,advanced,blitz,"Grünfeld Defense: Exchange Variation, Modern Exchange Variation, Kramnik's Line",9
0-25,advanced,blitz,"Grünfeld Defense: Exchange Variation, Nadanian Attack",1
0-25,advanced,blitz,"Grünfeld Defense: Exchange Variation, Seville Variation",2
0-25,advanced,blitz,"Grünfeld Defense: Exchange Variation, Simagin's Improved Variation",1
0-25,advanced,blitz,"Grünfeld Defense: Exchange Variation, Sokolsky Variation",2
0-25,advanced,blitz,"Grünfeld Defense: Exchange Variation, Spassky Variation",23
0-25,advanced,blitz,Grünfeld Defense: Lutikov Variation,1
0-25,advanced,blitz,Grünfeld Defense: Stockholm Variation,7
0-25,advanced,blitz,Grünfeld Defense: Three Knights Variation,42
0-25,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Burille Variation",6
0-25,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Burille Variation, Reversed Tarrasch",3
0-25,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Hungarian Attack",1
0-25,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Hungarian Variation",3
0-25,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Paris Variation",1
0-25,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Petrosian System",25
0-25,advanced,blitz,"Grünfeld Defense: Three Knights Variation, Vienna Variation",1
0-25,advanced,blitz,Gunderam Defense,10
0-25,advanced,blitz,Hippopotamus Defense,2
0-25,advanced,blitz,Horwitz Defense,395
0-25,advanced,blitz,Hungarian Opening,83
0-25,advanced,blitz,Hungarian Opening: Bücker Gambit,1
0-25,advanced,blitz,Hungarian Opening: Catalan Formation,9
0-25,advanced,blitz,Hungarian Opening: Dutch Defense,2
0-25,advanced,blitz,Hungarian Opening: Indian Defense,35
0-25,advanced,blitz,Hungarian Opening: Reversed Alekhine,5
0-25,advanced,blitz,Hungarian Opening: Reversed Modern Defense,63
0-25,advanced,blitz,Hungarian Opening: Sicilian Invitation,26
0-25,advanced,blitz,Hungarian Opening: Slav Formation,79
0-25,advanced,blitz,Hungarian Opening: Symmetrical Variation,12
0-25,advanced,blitz,Indian Defense,722
0-25,advanced,blitz,"Indian Defense: Anti-Grünfeld, Alekhine Variation",2
0-25,advanced,blitz,Indian Defense: Anti-Nimzo-Indian,106
0-25,advanced,blitz,Indian Defense: Budapest Defense,195
0-25,advanced,blitz,"Indian Defense: Budapest Defense, Adler Variation",32
0-25,advanced,blitz,"Indian Defense: Budapest Defense, Alekhine Variation",47
0-25,advanced,blitz,"Indian Defense: Budapest Defense, Alekhine Variation, Tartakower Defense",8
0-25,advanced,blitz,"Indian Defense: Budapest Defense, Fajarowicz Variation",9
0-25,advanced,blitz,"Indian Defense: Budapest Defense, Fajarowicz-Steiner Variation",5
0-25,advanced,blitz,"Indian Defense: Budapest Defense, Rubinstein Variation",9
0-25,advanced,blitz,"Indian Defense: Colle System, King's Indian Variation",17
0-25,advanced,blitz,Indian Defense: Czech-Indian,13
0-25,advanced,blitz,Indian Defense: Dzindzi-Indian Defense,1
0-25,advanced,blitz,Indian Defense: Döry Indian,1
0-25,advanced,blitz,Indian Defense: Gibbins-Weidenhagen Gambit,1
0-25,advanced,blitz,Indian Defense: Gibbins-Weidenhagen Gambit Accepted,1
0-25,advanced,blitz,"Indian Defense: King's Indian Variation, Fianchetto Variation",8
0-25,advanced,blitz,Indian Defense: Knights Variation,29
0-25,advanced,blitz,Indian Defense: London System,70
0-25,advanced,blitz,Indian Defense: Normal Variation,101
0-25,advanced,blitz,Indian Defense: Omega Gambit,6
0-25,advanced,blitz,Indian Defense: Pawn Push Variation,4
0-25,advanced,blitz,Indian Defense: Przepiorka Variation,19
0-25,advanced,blitz,Indian Defense: Pyrenees Gambit,6
0-25,advanced,blitz,Indian Defense: Reversed Chigorin Defense,31
0-25,advanced,blitz,Indian Defense: Seirawan Attack,14
0-25,advanced,blitz,Indian Defense: Spielmann-Indian,71
0-25,advanced,blitz,Indian Defense: Tartakower Attack,22
0-25,advanced,blitz,Indian Defense: Wade-Tartakower Defense,40
0-25,advanced,blitz,Indian Defense: West Indian Defense,18
0-25,advanced,blitz,Italian Game,24
0-25,advanced,blitz,Italian Game: Anti-Fried Liver Defense,51
0-25,advanced,blitz,Italian Game: Bird's Attack,21
0-25,advanced,blitz,Italian Game: Blackburne-Kostić Gambit,28
0-25,advanced,blitz,Italian Game: Classical Variation,120
0-25,advanced,blitz,"Italian Game: Classical Variation, Albin Gambit",40
0-25,advanced,blitz,"Italian Game: Classical Variation, Center Attack",21
0-25,advanced,blitz,"Italian Game: Classical Variation, Closed Variation",4
0-25,advanced,blitz,"Italian Game: Classical Variation, Giuoco Pianissimo",82
0-25,advanced,blitz,"Italian Game: Classical Variation, Giuoco Pianissimo, Albin Variation",5
0-25,advanced,blitz,"Italian Game: Classical Variation, Giuoco Pianissimo, with a6",3
0-25,advanced,blitz,"Italian Game: Classical Variation, Giuoco Pianissimo, with d6",37
0-25,advanced,blitz,"Italian Game: Classical Variation, Giuoco Pianissimo, with h6",27
0-25,advanced,blitz,"Italian Game: Classical Variation, Greco Gambit",12
0-25,advanced,blitz,"Italian Game: Classical Variation, Greco Gambit, Anderssen Variation",4
0-25,advanced,blitz,"Italian Game: Classical Variation, Greco Gambit, Greco Variation",4
0-25,advanced,blitz,"Italian Game: Classical Variation, Greco Gambit, Main Line",2
0-25,advanced,blitz,"Italian Game: Classical Variation, Greco Gambit, Moeller-Therkatz Attack",1
0-25,advanced,blitz,"Italian Game: Classical Variation, Greco Gambit, Traditional Line",16
0-25,advanced,blitz,"Italian Game: Classical Variation, La Bourdonnais Variation",21
0-25,advanced,blitz,Italian Game: Deutz Gambit,28
0-25,advanced,blitz,Italian Game: Evans Gambit,1
0-25,advanced,blitz,Italian Game: Evans Gambit Accepted,1
0-25,advanced,blitz,Italian Game: Evans Gambit Declined,1
0-25,advanced,blitz,"Italian Game: Evans Gambit, Alapin-Steinitz Variation",2
0-25,advanced,blitz,"Italian Game: Evans Gambit, Anderssen Defense",5
0-25,advanced,blitz,"Italian Game: Evans Gambit, Anderssen Variation",23
0-25,advanced,blitz,"Italian Game: Evans Gambit, Compromised Defense",2
0-25,advanced,blitz,"Italian Game: Evans Gambit, Harding Variation",1
0-25,advanced,blitz,"Italian Game: Evans Gambit, Main Line",4
0-25,advanced,blitz,"Italian Game: Evans Gambit, McDonnell Defense",1
0-25,advanced,blitz,"Italian Game: Evans Gambit, McDonnell Defense, Main Line",3
0-25,advanced,blitz,"Italian Game: Evans Gambit, Mieses Defense",8
0-25,advanced,blitz,"Italian Game: Evans Gambit, Pierce Defense",3
0-25,advanced,blitz,"Italian Game: Evans Gambit, Slow Variation",3
0-25,advanced,blitz,"Italian Game: Evans Gambit, Stone-Ware Variation",1
0-25,advanced,blitz,"Italian Game: Evans Gambit, Waller Attack",1
0-25,advanced,blitz,Italian Game: Giuoco Pianissimo,39
0-25,advanced,blitz,"Italian Game: Giuoco Pianissimo, Canal Variation",11
0-25,advanced,blitz,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",63
0-25,advanced,blitz,"Italian Game: Giuoco Pianissimo, Lucchini Gambit",3
0-25,advanced,blitz,"Italian Game: Giuoco Pianissimo, Normal",64
0-25,advanced,blitz,Italian Game: Giuoco Piano,124
0-25,advanced,blitz,"Italian Game: Giuoco Piano, Aitken Variation",1
0-25,advanced,blitz,"Italian Game: Giuoco Piano, Greco's Attack",14
0-25,advanced,blitz,"Italian Game: Giuoco Piano, Rosentreter Variation",9
0-25,advanced,blitz,Italian Game: Hungarian Defense,59
0-25,advanced,blitz,"Italian Game: Hungarian Defense, Tartakower Variation",3
0-25,advanced,blitz,Italian Game: Jerome Gambit,1
0-25,advanced,blitz,Italian Game: Paris Defense,93
0-25,advanced,blitz,Italian Game: Rosentreter Gambit,2
0-25,advanced,blitz,Italian Game: Rousseau Gambit,40
0-25,advanced,blitz,Italian Game: Scotch Gambit,2
0-25,advanced,blitz,"Italian Game: Scotch Gambit, Anderssen Attack",13
0-25,advanced,blitz,"Italian Game: Scotch Gambit, Double Gambit Accepted",2
0-25,advanced,blitz,"Italian Game: Scotch Gambit, Janowski Defense",13
0-25,advanced,blitz,"Italian Game: Scotch Gambit, Max Lange Attack",26
0-25,advanced,blitz,"Italian Game: Scotch Gambit, Max Lange Attack Accepted",4
0-25,advanced,blitz,"Italian Game: Scotch Gambit, Max Lange Attack, Spielmann Defense",5
0-25,advanced,blitz,"Italian Game: Scotch Gambit, Walbrodt-Baird Gambit",6
0-25,advanced,blitz,"Italian Game: Scotch Gambit, de Riviere Defense",9
0-25,advanced,blitz,Italian Game: Scotch Invitation Declined,5
0-25,advanced,blitz,Italian Game: Two Knights Defense,49
0-25,advanced,blitz,"Italian Game: Two Knights Defense, Blackburne Variation",3
0-25,advanced,blitz,"Italian Game: Two Knights Defense, Colman Variation",3
0-25,advanced,blitz,"Italian Game: Two Knights Defense, Fried Liver Attack",11
0-25,advanced,blitz,"Italian Game: Two Knights Defense, Fritz Variation",11
0-25,advanced,blitz,"Italian Game: Two Knights Defense, Knight Attack",1
0-25,advanced,blitz,"Italian Game: Two Knights Defense, Lolli Attack",5
0-25,advanced,blitz,"Italian Game: Two Knights Defense, Max Lange Attack",34
0-25,advanced,blitz,"Italian Game: Two Knights Defense, Max Lange Attack, Krause Variation",8
0-25,advanced,blitz,"Italian Game: Two Knights Defense, Max Lange Attack, Loman Defense",1
0-25,advanced,blitz,"Italian Game: Two Knights Defense, Modern Bishop's Opening",80
0-25,advanced,blitz,"Italian Game: Two Knights Defense, Open Variation",12
